UUID;Word;Description;
d0c95510-997f-4c53-b25c-95a9a7ca2a2e;Banana;Apple;
8297fe72-c800-4c91-97ed-23c65fc3b72c;Afternoon;Evening;
a7553888-6165-4f4e-ba8a-b20fdd103253;Morning;Tree;
2e77d65f-fbbd-4ac7-9dfe-c722b9a8e14c;Afternoon;Kiwi;
a6bcfa94-4aec-4dea-94f1-0c3b8b3a7d3e;Grape;Night;
5909ce37-629b-46b7-90b6-79d81abb8a5b;Lemon;Banana;
6b6eb373-3f12-44fe-a568-afbf4ee2fe45;Night;Kiwi;
c89f17cc-db4a-4046-bb15-87961c528f72;Kiwi;Apple;
6a9bbc5e-9bab-46fe-9068-ed14e8b63ae0;Night;Tree;
3f35a3c5-ce01-4520-9cda-7986da8b852e;Apple;Grape;
6143306e-1450-4d8e-b9b8-074fb9db1c68;Tree;Apple;
cea15861-b106-444d-a84f-2c765768ddb0;Morning;Apple;
f061de68-bc70-4ee9-8945-0492016d336a;Lemon;Apple;
ebe42694-d34f-4dea-ace1-20db0eb5a0ac;Morning;Night;
d6206dcb-162c-4636-9f99-f145917c8293;Apple;Kiwi;
fbce15c0-3960-4d1a-9f22-0a3e5776ec7a;Lemon;Grape;
021b2d82-15f2-4f79-b77a-bdf0dafd593b;Grape;Banana;
17ee20aa-8203-4ca4-985c-3dd02c0c8b7e;Lemon;Evening;
cd825987-4b66-487d-9359-07345b525ac4;Kiwi;Honeydew;
6649ee82-dbdb-48d2-bf71-94d55fa2ffa8;Grape;Night;
58db93a1-f43c-49cd-885a-73f81335b988;Tree;Kiwi;
a93f9ce4-993c-4b45-8513-8990f9fd38cb;Grape;Banana;
e90dfcf1-86e8-49c3-8aa3-0ce30bcec44c;Honeydew;Night;
757a8fa9-4755-4678-b446-24f8cffeedad;Grape;Apple;
785343d1-dafc-476c-93f4-6ab1007593c7;Honeydew;Afternoon;
545df4c4-adcf-4893-986f-24e4783ba964;Apple;Night;
4cc50887-0f0a-4fc1-9dfd-c5e4994719de;Morning;Afternoon;
b4a1eb09-854a-4372-9d89-53de8a82051d;Night;Evening;
c58bc4a4-81c3-4422-b6db-c1da060df25e;Tree;Apple;
f838cffa-8181-4ad4-b02d-cc15ffa8831d;Tree;Night;
fdbf0fba-e87a-48fc-8c12-2fc58724d45e;Evening;Kiwi;
627c7c45-6edb-4657-8743-ababef148f63;Lemon;Morning;
65f1562f-4e70-477d-85f6-0b149ccc9213;Honeydew;Afternoon;
65ba86bd-b362-4ac9-9b15-9c07c2b6d714;Afternoon;Kiwi;
9d266c34-37a4-4877-b754-4866e8d03d35;Evening;Apple;
cc4ed591-748d-484d-bf61-65b6d24af531;Grape;Lemon;
b5e4d995-fc2b-43d4-a818-5fc5ddb2e0c2;Lemon;Lemon;
e542e7ee-2396-49c8-aa9c-29928497cc66;Evening;Afternoon;
08234214-e4da-4c14-8d9c-ff600c56d486;Tree;Apple;
5e608f34-fa9f-4da8-8306-d74a6cb0d9ff;Night;Grape;
29c96e03-26c1-4e96-a435-157da3054056;Afternoon;Lemon;
36509418-83ed-42b7-a5e6-6787f7a17cae;Night;Grape;
80e28588-c747-4471-bfe5-f7d21d76a807;Evening;Lemon;
b5d9dfbe-6f1d-44f5-9923-833331a3b856;Kiwi;Night;
c9b6da5c-d281-4099-8281-2636a3c91a17;Kiwi;Lemon;
16336a74-75db-4566-acf3-594047ae6a6b;Tree;Evening;
5dbf86e7-d765-4e1a-a3f5-16625bca056a;Tree;Grape;
8e8c0bfb-9eb2-4c83-9c02-097814a63a53;Kiwi;Tree;
f93b6e32-ff45-4a0c-9d32-97cf4bf253c8;Honeydew;Night;
ee0de3e7-df6c-429d-850d-b501b430e514;Morning;Night;
528ffb4b-3ec7-44b6-a211-e5cb129eceb5;Night;Night;
dba6c4b9-3c9b-4e76-a6a2-6596c44cac37;Morning;Morning;
0cbf4d57-17e2-4b40-bb64-8c60bdb9b70f;Night;Honeydew;
e587642c-f74a-4a72-aeab-3f43c99a890d;Grape;Evening;
422b95e2-a915-4f11-b446-ea843537b2bf;Grape;Apple;
b1841c64-5067-466c-bb25-cdc6e358703b;Tree;Night;
19f6f0a7-f1b8-46f2-bbdb-5d01c641c827;Afternoon;Banana;
9516f523-ff87-47b3-a18b-e5c704a93226;Grape;Night;
7f5ac86f-da1c-4239-9b93-e1c6936d0859;Lemon;Afternoon;
38f356c6-09a9-4999-8b33-9768c86765f3;Lemon;Night;
c11f601e-4e7d-451d-bdc6-5becd73a4b94;Tree;Evening;
bd956e29-488f-4709-ace1-42c5903438ae;Banana;Honeydew;
93f1c954-c6b0-45da-9506-f7fef5a2bba2;Honeydew;Banana;
752f27db-6068-4e24-8d23-a00da2c009fb;Kiwi;Kiwi;
718ad1b0-8f3e-4398-9a6c-2d11c655a184;Morning;Banana;
532f9c45-8b74-4447-b2aa-ee2cb4728a39;Grape;Evening;
1a82114e-eee7-4635-aac1-8c59d1f2231d;Banana;Kiwi;
ff90496d-bb07-4235-927f-a7e7e8209ba2;Morning;Night;
00927dc0-7aef-4b4e-8862-5c5dd05c9670;Honeydew;Night;
819a1322-6ec3-49f1-8605-71972b9d9909;Morning;Evening;
7555b9da-b820-45fe-8b47-4fe4d046a133;Afternoon;Apple;
b0f6af37-cfea-459e-9636-26ddbedbba08;Tree;Morning;
4c6511e4-f422-4744-952b-34c86d4c362e;Morning;Afternoon;
47a2b56a-bf70-4064-9c22-c1d58f7aee1c;Night;Evening;
7169795b-18d5-40e6-889a-f924a8a899b9;Morning;Tree;
bb2610c7-2868-4f06-8976-8a4e9fd2dafb;Apple;Kiwi;
81e81789-f3ac-4444-82ee-4ee7632756e0;Night;Afternoon;
734bd65b-4ae6-415a-a74e-2059dd31eeaa;Tree;Night;
4fd57036-8731-4985-b16e-4f783daa3f65;Morning;Grape;
ed9bf50e-5df1-4e1d-98bf-1513d0fde670;Kiwi;Tree;
6872e513-dbc2-4d59-b773-be8a9070daa7;Night;Honeydew;
e21ae965-d71e-4f6a-bbd0-bcbecde489da;Evening;Honeydew;
c36acf21-2466-49dd-9683-84499f4182b2;Tree;Lemon;
17dbcc70-056a-466a-8d13-62565363c019;Lemon;Kiwi;
0a0aade7-329c-4ef2-9d8c-95372841571a;Banana;Banana;
48845cf3-f520-4a70-8144-4d7e2d1aa941;Night;Apple;
bbca017a-9300-4406-8d93-455a0d575e7a;Apple;Lemon;
fa0c9162-4ef7-46e3-8231-df68ab2166f2;Banana;Honeydew;
6b1f0e37-10fa-4880-ab70-174106c04d5b;Banana;Banana;
8a644bca-084a-461c-9ba8-b46dbf6e7464;Grape;Morning;
8e2cdb80-0d62-4e6f-a23c-66b2ddbac0d1;Kiwi;Morning;
d849f8f7-a2de-4c5c-bf21-b150f53c8a9d;Apple;Tree;
f08cc9c1-e782-48ec-a6ee-feb9bd88aaaf;Lemon;Afternoon;
251657c8-78bd-4bf1-92ce-90215a4a9430;Kiwi;Afternoon;
524e6694-4961-4d4c-912f-9941ba5011ad;Apple;Night;
a232567f-c898-4b8f-a210-4efb8a7ffc04;Morning;Grape;
7cca09c4-5c20-4623-b722-b8a67aa1d9b9;Evening;Lemon;
4f1134e4-a455-4a5c-864e-59ab55353a5a;Apple;Honeydew;
b89bc379-bd2e-405f-a735-d9c798589b1a;Lemon;Apple;
84c794c1-7c83-4c1b-bec2-2ca1838f9d7e;Tree;Afternoon;
38d58579-0e4c-4395-bfe3-558578c9fb9b;Banana;Evening;
ff7d85bf-770a-49a3-a050-f46ad6d9492d;Grape;Kiwi;
91d9abfd-b232-42fc-8d86-e2f03e61da4b;Tree;Apple;
bc1ab864-6640-49d0-9343-e258f2af847d;Kiwi;Tree;
b557f332-35e8-4db6-ac9d-022c4ac771da;Afternoon;Tree;
363566fa-5e42-4ff2-8f56-e00abade07ab;Banana;Afternoon;
51424a46-b3d6-4e05-baa6-21712f1d0480;Kiwi;Afternoon;
7fb8f006-4ebd-444a-b1e3-cf4561bf797e;Honeydew;Night;
ecb3bd21-d7c2-436f-a3e5-1d7448bc2eee;Morning;Kiwi;
db4d494f-512c-474a-8dd4-94faf3e8e1cc;Evening;Grape;
48ddce17-eaba-4bb3-85cd-289c836d3719;Evening;Apple;
4d60463f-7b59-4a7a-89b8-e42753cb8b9a;Afternoon;Morning;
1b1221ae-e1c3-4719-9270-cbe2f56a8b42;Tree;Night;
c25c45dc-1bae-4bac-a107-d4a70f081d64;Banana;Morning;
6b4145c9-1c57-4e8c-9bfe-f587bd4a946f;Morning;Honeydew;
5670515e-e44f-42ce-b1e2-4f8a9fe959a8;Morning;Night;
0088787f-9c26-4863-918d-94a4c5c47cc1;Banana;Grape;
e37690db-cded-4cc8-9666-d39f4c3d4e47;Night;Tree;
6670b6f8-113f-4fab-94f3-91c4f5a3d9e5;Kiwi;Evening;
b08c220d-5f35-41ce-a565-9cbffdbdca47;Night;Lemon;
018d02ef-ea75-46e6-8e78-a2404af291c2;Banana;Banana;
1f31659c-686d-4dc2-adfd-a6db89cb8537;Grape;Honeydew;
2f438f4c-ad9c-4528-afff-8252e318ee48;Tree;Honeydew;
581623d9-0efe-4cef-afde-42c7e70147c2;Kiwi;Afternoon;
a28ad79f-76f0-4aaa-afc6-3b62792fe7ef;Apple;Tree;
0711ff8e-8f8b-4991-a234-39c456884076;Grape;Honeydew;
cf3e4e85-afcc-4c9c-90f2-e5c8551e24a5;Grape;Night;
4d089023-4549-49ef-af15-0dc910f2a1f0;Grape;Kiwi;
984866b6-0fbe-4493-8cc5-51bc2361a43c;Morning;Morning;
9e9b06a6-39e9-437b-bae7-3d5a28399113;Honeydew;Night;
9f6874d2-643a-488f-a6cf-605ba136e6a5;Grape;Lemon;
24896762-2d06-4f9d-9daf-3f5b6a8fd2e7;Lemon;Tree;
4af9d6e6-dcd1-4c30-88a2-c29fb0652061;Afternoon;Night;
7a111c8f-8786-4327-bee3-580f5dc8ea74;Banana;Honeydew;
7bd95fd5-4c7a-45be-ae4b-3e3dc11a72a0;Apple;Night;
9fa2398c-7cc7-4c5d-bc98-6fe1d8c0bba6;Lemon;Kiwi;
09b19f4c-e9c5-4e12-9566-015b8962003c;Lemon;Lemon;
5c9adda0-10b4-44c2-ad1c-2bc73b2c674c;Tree;Honeydew;
5e770b55-ed14-4338-a65b-e7b37490f4f4;Night;Grape;
99c46507-105b-42f6-aa96-a3975ce13e1f;Lemon;Afternoon;
a886a1ad-ccd0-4c29-add0-91efb8bb2b98;Grape;Kiwi;
b29e2ae4-1e29-47bb-8b14-92be1d24fb97;Banana;Evening;
3bb90db2-53ac-4756-ae88-ea0871214a3d;Night;Night;
38ad35ba-476d-4a73-bfa0-a929400718ed;Kiwi;Morning;
73a6262e-5e22-4400-8c9b-435307812272;Lemon;Evening;
4da7165b-c451-4d6f-954c-444e34ebafd4;Kiwi;Morning;
ee61a8d3-60d4-41f8-9ecd-c7430e0794a9;Evening;Honeydew;
e2b6ea27-9e2c-46ae-87f8-6d17cebc56a3;Morning;Afternoon;
ea1acfcd-6f40-4e6f-83bf-26fd20893826;Honeydew;Afternoon;
0cf8031d-3f5c-4808-b721-fc4a9fa69ba4;Apple;Lemon;
12b5e01a-3043-4a38-aa4d-9b53fff0d374;Night;Lemon;
f4115127-5b81-459b-87ff-b7876892eb93;Grape;Morning;
7b6bfbfd-3145-4d20-8798-55137191edef;Kiwi;Lemon;
0c16171a-e596-48fa-840b-1f2fd5286b86;Grape;Banana;
2324dbca-03a7-4535-873e-f6ab9f3d1028;Tree;Grape;
2502fb4c-696a-4a4a-89f3-6ec2d2b6cf84;Tree;Morning;
b2e16ecf-8ddd-44ad-a54f-13156571e421;Banana;Afternoon;
f8c906c8-805a-43dc-a4a0-087747d83e8e;Lemon;Kiwi;
22290047-cd75-449a-89b4-8ba9626452ec;Morning;Afternoon;
9119f033-c643-48d0-ae35-0402ca6d1c09;Afternoon;Tree;
8f150c9c-2ec9-4cc8-b84f-1a6dbfb79774;Morning;Morning;
d6513075-dae5-4084-84ac-07fee359b856;Apple;Banana;
1c2d0992-235c-48ae-a384-af8c5b6e3170;Grape;Morning;
d6243a3e-857f-49a5-8e64-258271503853;Lemon;Morning;
929eff3d-46ce-427a-b08b-8f6cb692fdcb;Banana;Morning;
7ebd16a1-e465-4632-90b0-6ca6e712636c;Evening;Afternoon;
925fe5f1-fbd7-42aa-bccb-5e92a9e53f5e;Apple;Grape;
a2da1296-a5d1-4e53-b65c-1358ec8c33bd;Apple;Morning;
58f42e4d-2449-450c-b52c-69311916c321;Tree;Afternoon;
1be4a3fe-83de-4cc1-8b23-a3778f5ad3b3;Grape;Afternoon;
6dedf440-0de8-4bde-8972-fca519b8fe77;Tree;Morning;
7bbc8cc7-40b6-47af-8c1e-56f2e9078c8c;Kiwi;Grape;
05316d78-466b-4144-9ec2-61b2d5773b91;Grape;Night;
6b42cac7-b714-434a-9161-349aeac9f24a;Tree;Grape;
e37cc5dd-b95d-4e34-b217-05655bf3aaff;Kiwi;Honeydew;
f1c22ebf-2381-4ddb-8882-1af4b9bf3e1d;Honeydew;Morning;
e4e4a376-4ccc-4bbe-968d-e41ace2a98c9;Apple;Kiwi;
827c0b5c-821f-4dd4-ab7f-255d2713b9bf;Tree;Evening;
0cad1a13-7e40-4a6f-8a8c-42b20196c38a;Evening;Banana;
cccefc7c-a4c2-4f38-b349-8689b3c3e602;Honeydew;Tree;
94be0ab5-2d64-490e-9bc9-999b21d34752;Banana;Apple;
ab8e4c15-abd1-4a08-9768-4fa01dfb07ce;Evening;Morning;
44121256-e6aa-4062-b6d4-5fe5f793efde;Kiwi;Banana;
ac2ec681-6c5c-4e56-ac10-b6df4bff6132;Evening;Lemon;
b4f06e9f-01da-4895-975a-5cee8a95fd3f;Honeydew;Night;
a74e7f5e-e5f9-4f98-8675-72ada76126d0;Morning;Afternoon;
14ae6330-0555-4716-b76d-a6b07502aba4;Morning;Afternoon;
8bfaf6cb-0c94-4521-8107-f819a3ea817f;Lemon;Tree;
4e67b461-db68-42e3-94e3-0b4e648c24ba;Apple;Morning;
755355a0-0541-422d-9f4a-ad590c2f162e;Lemon;Grape;
95073d9f-a875-4972-85be-5cb9469847fc;Apple;Tree;
717dc12a-6a2a-407f-af5d-ca04282704ef;Lemon;Morning;
9ec2ff63-206b-412c-ba3b-81fbe231bc15;Lemon;Lemon;
b5c01cda-7e1f-47d9-b95a-f0345618fcb1;Grape;Banana;
70a09c82-664c-46a4-8576-d226863a42cc;Evening;Honeydew;
925b29a1-cc2e-4ed6-9e50-13cbed830027;Evening;Kiwi;
09289fbc-dd1d-4a8a-92b7-cd672edcedd3;Night;Morning;
9b9ead1e-5c34-4c2e-9c33-6391e46fddf1;Night;Afternoon;
fb1e37b0-f2a0-4f2b-8b10-2f8cd528692a;Apple;Grape;
b59afcb2-d9a5-4f19-9053-90db7aa8cab0;Kiwi;Lemon;
62fc9f81-c11b-4dc5-86b0-96f67514a1e7;Banana;Apple;
6266aabb-72b0-4f1f-8b59-1d4c92ec84e2;Morning;Honeydew;
a73d6fdd-caca-457d-93bb-cb73306462d6;Honeydew;Kiwi;
6e97e06c-ab4b-4003-b1e6-d88f1bfd8b94;Evening;Tree;
8d4499eb-80cf-4d50-8d1f-6e892cfaf046;Apple;Grape;
ec8fc806-6d8a-48bf-a038-112427a05ab6;Evening;Night;
cebfefd2-991d-4317-ba29-8e4d7daedaf1;Tree;Kiwi;
934dc673-4d02-4467-9aaf-a18ccd18aaec;Afternoon;Banana;
e68927e8-82d4-4e0a-8edc-82362860fee6;Evening;Night;
4bbbf35b-1425-40e6-918b-2273a6b9f251;Lemon;Honeydew;
3206299f-4429-41a6-a6ae-d6ebff49092a;Banana;Banana;
9f3efe73-672b-4b80-b777-8627506adc87;Honeydew;Lemon;
5482b3e0-a3cf-4309-b06f-624199e23d43;Evening;Afternoon;
389a20d6-3fbc-4a05-9734-42881a71f789;Afternoon;Lemon;
60d9480a-7b0d-4276-99c2-73faf98c864a;Honeydew;Apple;
aa1dfffb-47cb-4e47-acbd-9272b2fc82e5;Evening;Grape;
0aff4983-a056-4742-bcb5-a6323bd24932;Lemon;Evening;
75c06dc9-20ba-4768-9d88-fa6e46ae2f25;Morning;Grape;
ca9f4da0-aaf4-4e8c-8333-e3166c8f4cb4;Afternoon;Night;
2047b268-22a4-494e-a331-d6e3e3dce3a9;Kiwi;Tree;
92d7564f-04e3-4052-9144-ee778679a22d;Night;Kiwi;
729df0ce-e176-4347-b12f-5b42a15d9d65;Tree;Afternoon;
cbe9eed8-9972-4915-a90b-4af3ebc412ee;Apple;Banana;
3bfa3cf9-0ff2-4915-b515-ed0ddd35e8ae;Afternoon;Tree;
aa8369fb-21c2-4d2d-b501-a2b352f409cb;Kiwi;Evening;
a3048532-0b8b-48e8-8b2f-9e31ce91300a;Morning;Kiwi;
ae6d4100-21cc-4905-98a5-76c3f35d8420;Apple;Tree;
33ff078e-f774-4670-b322-5862f0820d67;Banana;Kiwi;
82441782-3c9a-4dd6-a171-50912e8a1e76;Evening;Lemon;
14ca7298-0e8f-481c-b192-25581e579408;Kiwi;Morning;
f047bfa4-1678-48d7-b716-2123764a0599;Afternoon;Lemon;
b819e605-3b86-4368-ae8e-8410d8995268;Kiwi;Evening;
da61d5af-1242-4a03-a98f-55559a7007c4;Morning;Grape;
d2401df4-32a2-456e-8421-fc399dca2505;Evening;Afternoon;
f49f4f4c-7357-4aed-81d8-3f8219b8a235;Kiwi;Afternoon;
321938ee-702a-42e5-9326-114520e22a86;Kiwi;Apple;
0a382090-8e87-4884-8fbe-9aa7144bcf4b;Lemon;Evening;
6ae904df-a934-49bd-8178-e536716ac57c;Grape;Evening;
a8ca53a4-3216-4b07-9435-21afd229b7e3;Apple;Lemon;
1661a492-1253-42f1-b44e-4bf1648ddef5;Afternoon;Grape;
8a498104-1280-4714-a26b-d30ac21675a0;Lemon;Grape;
88fb64da-dc01-4335-ad6f-fa8be4d0b6eb;Morning;Tree;
de249065-0ea9-4de2-8d0e-a39c240c98a4;Evening;Lemon;
382197bf-88f2-49aa-beb6-8f5222111484;Afternoon;Afternoon;
42d71743-70f7-4cda-9576-cd48a53091c7;Afternoon;Evening;
9dade9e8-656f-42ce-89d6-061c7d26c200;Kiwi;Tree;
abd9faaf-e63d-4218-92e8-37fdb8f22564;Morning;Honeydew;
fce41bc6-4b43-4287-88fc-25790b321c80;Night;Honeydew;
33957273-4ab0-47b6-9d9a-d98bb20afbcc;Apple;Honeydew;
19497dbc-faa4-4277-85a7-11d60e9d35a2;Lemon;Afternoon;
8d76ad8b-eb01-47a0-a225-c55e47824800;Evening;Kiwi;
95d17e89-2581-4668-9926-08f3c29e5564;Night;Grape;
3ffc4c75-37d3-48d1-8509-afdf02017123;Afternoon;Morning;
72590e3f-3874-4b8c-9415-ad5805245f34;Banana;Tree;
12aafc60-8d8f-4b4b-b9ce-2044f40d62f2;Morning;Grape;
34475b66-3739-4ff5-950d-688ff4aa1c79;Afternoon;Morning;
5fee278d-1127-4baf-9fcc-6149afba56d1;Lemon;Honeydew;
888f435d-8fd5-4728-846f-111f8a810633;Tree;Kiwi;
8b165031-71f7-4457-b04c-8eec69f4ad53;Lemon;Apple;
fb4f2c63-6d56-41d2-aee0-7fe8ed165a78;Banana;Night;
d3c2a77e-5dab-442c-b45c-402dc1a079b3;Evening;Evening;
d184ab22-549b-4dad-a853-6ce0ac56c74c;Apple;Grape;
1512c258-07d9-4958-9d67-b8850781836d;Morning;Grape;
e11f1ca3-f0b6-491b-92fc-353b3339dfaf;Morning;Evening;
d89871b2-1741-4801-8b66-1bddf841ed7e;Night;Afternoon;
7e06b0fb-a731-41e6-aac8-40db3ad67310;Morning;Afternoon;
0227980e-f7dc-4770-bb76-cdd2643d444a;Evening;Evening;
c752269e-f661-4fe5-8df6-48a58542c3dc;Afternoon;Evening;
0f48758d-cd9e-4241-a100-d149b2b3faac;Tree;Morning;
4ccaa769-7e4e-495b-acba-20a456730981;Lemon;Apple;
8a919ea3-7ad4-4f5e-a704-c975f01496b5;Morning;Morning;
0ff19ddb-1301-4a65-b4a7-4be65130bec1;Night;Tree;
b8825e77-cd08-4d66-87ce-8b9c96bcd76b;Grape;Grape;
d46a2113-6cf1-4957-84d6-9fd3c816c222;Afternoon;Night;
90766dd3-bf33-4773-874f-b892c3ca803f;Grape;Night;
0cb9b1a3-7ee3-437f-9d10-e814eedb1908;Grape;Morning;
7513aa00-98fc-4aa9-be16-6b8801b93321;Tree;Banana;
7b78b976-0ad0-4aac-87f7-d0951a9da441;Grape;Evening;
d66df574-ae77-4e93-84a4-949e0f9673d2;Apple;Tree;
38ad8550-2e95-40d2-8840-1d1696cde8f0;Afternoon;Kiwi;
6040cc68-0ce5-44e0-9320-9fa21972682d;Evening;Honeydew;
c0f1714b-c858-4d84-b7bf-202b398cc05b;Grape;Morning;
e67e6f92-297e-4f52-b148-f2851d0ae721;Honeydew;Evening;
4c4f854e-6a84-4d34-bca0-6e73720dcf31;Evening;Tree;
3cff7c71-28af-46ee-bf93-b77177610702;Honeydew;Evening;
fc312c43-09d8-4b44-b320-8e2714954dbf;Morning;Banana;
4a6ab728-7f6a-4ba0-b3b4-1aa99c03e72d;Evening;Evening;
f2b29d3e-0a13-4c14-993f-3f07322f5911;Night;Morning;
bf527b1e-4bdd-424c-a0e5-cf08cca299fa;Afternoon;Apple;
d99e0358-99a1-4088-8216-980ef8e22f13;Kiwi;Kiwi;
0d129467-ff08-4393-8ecc-0bf45657dc68;Lemon;Tree;
fe95be90-2f69-4b74-aa81-796c90622b69;Banana;Honeydew;
e0e41d52-4948-4495-a55e-b6c763d37834;Evening;Night;
5a874436-baa0-4fb1-9438-fd30c8ee8d88;Apple;Banana;
c7b0d509-a67d-45ce-9951-8353b912200b;Honeydew;Night;
0da726e2-55c0-4af6-9ce9-7c46ea170d60;Night;Evening;
cd4071f1-a782-496a-a2c7-455cfe84bf16;Evening;Tree;
08f9a392-faf1-456c-a225-eec27155c7be;Lemon;Evening;
0b0b7a97-bb9c-46e6-8c72-b816c7c951d1;Night;Kiwi;
3fa733ec-868d-4ed1-a9de-425c7a02dd42;Evening;Evening;
02e56abb-e760-428c-b743-4c2156989131;Morning;Tree;
59adfc96-8d2d-45cb-bad3-b6aaa358d35f;Honeydew;Kiwi;
98a7d75d-4f54-4c44-a0f8-24966711c888;Grape;Afternoon;
35bf69e5-1d7d-4333-8cdc-9e7890068c26;Lemon;Night;
cc039097-6c50-4833-b88f-d5c0d6068f82;Apple;Tree;
68db7b6b-9292-4f94-ae13-a001c385ac4c;Afternoon;Morning;
46e68c3e-fe47-4093-b754-e686555fdb9a;Kiwi;Grape;
a7ce78aa-b279-453b-bd79-9f24d1a11949;Banana;Afternoon;
4ce59831-381c-405b-a9a1-fef3ace84bd9;Night;Apple;
7f626b42-9f4a-4117-b427-3fbc3f6c979e;Tree;Lemon;
e0f92cec-0314-4d43-bc00-be76a938afd4;Kiwi;Lemon;
8bf827ec-fdaa-4032-a935-30bdb665d36d;Lemon;Honeydew;
6eb1c59f-4728-49d0-9c5d-12a32a6adfbd;Banana;Evening;
ac42929d-0c90-4568-aba9-87bdcfc3423c;Afternoon;Lemon;
7695923b-a2a6-4f56-81c2-7a04348b033f;Lemon;Grape;
69872846-e6d7-4b75-a6a5-a148ebc4b941;Grape;Grape;
8f1307c0-a6f0-46e7-9e60-e69879725b65;Banana;Banana;
5a9dcdf8-b131-489f-be21-239e8286f586;Kiwi;Kiwi;
3b196fed-d15d-41fd-8fd4-ba2ab1551717;Evening;Morning;
e1737f10-02a7-4e92-8abd-cdbf576d85cc;Tree;Tree;
ffd978bd-3c43-49c0-a212-1e973abff8be;Evening;Banana;
a407049e-63d6-4010-ac98-cf8a9c69b359;Banana;Tree;
b1bfa55e-3a2a-4862-b731-41e3d41dc9f6;Banana;Kiwi;
52d3f562-b32e-4c02-a578-1fc3bcfa36b7;Apple;Morning;
4e8dcab4-a975-47ab-ab0b-1862212f0bf0;Night;Evening;
ec6789fa-ceeb-4cc3-8b3e-88e181db9071;Kiwi;Grape;
8e7e14bd-b3b7-47a5-a967-da31c309881b;Tree;Banana;
4b3c49a5-077a-432b-84a5-b38e03da8199;Honeydew;Afternoon;
f9d45ea7-19b5-439e-94f7-4d55b21fd5fd;Lemon;Afternoon;
29f4b858-66f9-4663-8e1d-209a8e4d411a;Tree;Grape;
0c36348a-f249-49e2-861a-fc5201afa24d;Tree;Kiwi;
1fb2937d-43ac-4ad5-90c4-14023297476c;Evening;Afternoon;
44ec8847-df4b-4703-a186-a24e6d979960;Evening;Banana;
1931893d-d857-4611-894d-4af2392e01e1;Grape;Afternoon;
734b4c64-54ed-4827-8c91-03013ee29136;Evening;Night;
b1ba9023-2f1d-4c09-8778-2efe339c1f0d;Kiwi;Morning;
e24c9b26-7845-470b-b08e-debfb2fc4940;Grape;Kiwi;
63c074d7-1c83-45e6-844c-a50cfdbd61c1;Morning;Banana;
0d78956f-66d5-4a62-8bfb-b7a410d50470;Tree;Afternoon;
c03c4932-fcdb-4f6d-b41d-2f19607dc612;Evening;Afternoon;
eb2d54dd-c05e-496e-be10-4e7da9f8c8d0;Afternoon;Honeydew;
3f339669-aa1b-46cb-837e-1924bfe03262;Morning;Honeydew;
45b34d8a-fce2-4829-b039-33ad5a50eaec;Morning;Night;
f11ee520-9f5a-4285-8385-7e9eba44acb3;Lemon;Honeydew;
54d3e30a-57de-4217-8f20-53430624cf42;Night;Kiwi;
f56510bd-547f-44f3-bbb9-30b3f3dce0cb;Morning;Kiwi;
ae6443ca-9936-4b38-a4f6-be2dc5262cbf;Evening;Tree;
91b0095c-3284-4d9e-aae7-4cae33cacb2f;Morning;Night;
3eba3e2a-0db5-4f0d-a8d3-5abd4f19386e;Kiwi;Kiwi;
eb4d3e29-75bd-4519-84e1-ed64379e2e88;Lemon;Kiwi;
41f76020-285d-4192-a727-d3542b8c2294;Apple;Kiwi;
6a9f63fe-b291-4a9f-ad77-215e48081d21;Night;Afternoon;
3fb2fc33-a6ed-40ae-8b95-cb333b1f40eb;Honeydew;Honeydew;
087a30c1-3c03-49e4-bfdb-abd670be3c4f;Lemon;Grape;
715964d1-e508-48d1-bbd0-ec41970db5bb;Grape;Lemon;
6ee620c8-599e-400a-89f3-8f22a1299105;Apple;Morning;
2894f172-df48-4ca4-9332-6ac1ce404557;Evening;Apple;
c4ba2778-2644-489f-868d-70ded9d20340;Honeydew;Kiwi;
c6fe13b0-aca6-49d5-8498-e1a795492828;Lemon;Evening;
67f890cd-3a6a-4991-8c8e-2e9d524972de;Apple;Honeydew;
0a407d6f-4417-453a-84e1-de3135eb90a2;Kiwi;Apple;
d54376fe-3d9f-408e-8ac1-8b94a3bb3b3d;Afternoon;Afternoon;
4ece6eef-90d9-4f42-87b0-00a98570b676;Night;Apple;
7b1d1401-9ecb-4132-9e42-8e97df03302c;Evening;Night;
b492531a-e156-4e9c-a1e6-590eb26cba82;Lemon;Afternoon;
f8088224-053e-47bb-9b2c-c47c5d906523;Banana;Night;
872e2c09-c204-4da3-b4d3-e9aa7406ddcc;Apple;Tree;
acba7ac7-a5be-4183-a7b8-6d90f82d47c9;Morning;Kiwi;
81415672-9fba-4153-bfbb-bf8898835f34;Kiwi;Apple;
fa228d9e-c091-4e28-9e35-5ddee714aeed;Apple;Morning;
4eb19123-3816-414b-a9c0-d867a583964a;Banana;Apple;
34c14e9e-b59a-48fd-994a-4161a8f3d17e;Apple;Night;
123ad6e9-f981-44f3-ba5a-9747b7a2559b;Apple;Night;
5f0084d9-5ace-46a4-b69d-80e63699ad90;Lemon;Honeydew;
f691c7df-ac0d-487b-b8f2-cc929110df4c;Night;Morning;
7d6b6a6a-60de-440c-b241-1321a17cf980;Grape;Grape;
1f7f3541-a317-43bc-a87d-55f2878a8390;Banana;Tree;
